
Píxel (0, 0): R=000, G=000, B=000
Píxel (79, 22): R=224, G=224, B=224
Píxel (80, 22): R=185, G=185, B=185
Píxel (81, 22): R=000, G=000, B=000
Píxel (82, 22): R=000, G=000, B=000
Píxel (0, 23): R=000, G=000, B=000
Píxel (1, 23): R=254, G=254, B=254
Píxel (2, 23): R=186, G=186, B=186
Píxel (3, 23): R=223, G=223, B=223
Píxel (4, 23): R=000, G=000, B=000
Píxel (5, 23): R=000, G=000, B=000
Píxel (6, 23): R=000, G=000, B=000
Píxel (7, 23): R=000, G=000, B=000
Píxel (8, 23): R=000, G=000, B=000
Píxel (9, 23): R=000, G=000, B=000
Píxel (10, 23): R=000, G=000, B=000
Píxel (11, 23): R=000, G=000, B=000
Píxel (12, 23): R=000, G=000, B=000
Píxel (13, 23): R=000, G=000, B=000
Píxel (14, 23): R=000, G=000, B=000
Píxel (15, 23): R=254, G=000, B=000
Píxel (16, 23): R=249, G=253, B=252
Píxel (17, 23): R=252, G=000, B=253
Píxel (18, 23): R=253, G=000, B=250
Píxel (19, 23): R=250, G=252, B=249
Píxel (20, 23): R=254, G=000, B=000
Píxel (21, 23): R=000, G=245, B=250
Píxel (22, 23): R=000, G=214, B=215
Píxel (23, 23): R=182, G=29, B=23
Píxel (24, 23): R=230, G=27, B=10
Píxel (25, 23): R=252, G=26, B=4
Píxel (26, 23): R=247, G=20, B=3
Píxel (27, 23): R=246, G=21, B=3
Píxel (28, 23): R=248, G=22, B=0
Píxel (29, 23): R=250, G=21, B=0
Píxel (30, 23): R=000, G=22, B=5
Píxel (31, 23): R=253, G=18, B=1
Píxel (32, 23): R=252, G=19, B=2
Píxel (33, 23): R=251, G=20, B=2
Píxel (34, 23): R=251, G=20, B=2
Píxel (35, 23): R=251, G=20, B=2
Píxel (36, 23): R=251, G=20, B=2
Píxel (37, 23): R=251, G=20, B=2
Píxel (38, 23): R=251, G=20, B=2
Píxel (39, 23): R=251, G=20, B=2
Píxel (40, 23): R=251, G=20, B=2
Píxel (41, 23): R=251, G=20, B=2
Píxel (42, 23): R=251, G=20, B=2
Píxel (43, 23): R=251, G=20, B=2
Píxel (44, 23): R=251, G=20, B=2
Píxel (45, 23): R=251, G=20, B=2
Píxel (46, 23): R=251, G=20, B=2
Píxel (47, 23): R=251, G=20, B=2
Píxel (48, 23): R=250, G=20, B=4
Píxel (49, 23): R=250, G=20, B=4
Píxel (50, 23): R=252, G=19, B=2
Píxel (51, 23): R=252, G=20, B=0
Píxel (52, 23): R=250, G=21, B=0
Píxel (53, 23): R=250, G=21, B=0
Píxel (54, 23): R=251, G=20, B=0
Píxel (55, 23): R=250, G=21, B=2
Píxel (56, 23): R=246, G=21, B=3
Píxel (57, 23): R=251, G=24, B=7
Píxel (58, 23): R=000, G=20, B=1
Píxel (59, 23): R=208, G=21, B=6
Píxel (60, 23): R=229, G=146, B=138
Píxel (61, 23): R=000, G=246, B=243
Píxel (62, 23): R=000, G=252, B=253
Píxel (63, 23): R=254, G=254, B=254
Píxel (64, 23): R=000, G=000, B=000
Píxel (65, 23): R=000, G=000, B=000
Píxel (66, 23): R=000, G=000, B=000
Píxel (67, 23): R=000, G=000, B=000
Píxel (68, 23): R=000, G=000, B=000
Píxel (69, 23): R=000, G=000, B=000
Píxel (70, 23): R=000, G=000, B=000
Píxel (71, 23): R=000, G=000, B=000
Píxel (72, 23): R=000, G=000, B=000
Píxel (73, 23): R=000, G=000, B=000
Píxel (74, 23): R=254, G=254, B=254
Píxel (75, 23): R=000, G=000, B=000
Píxel (76, 23): R=000, G=000, B=000
Píxel (77, 23): R=000, G=000, B=000
Píxel (78, 23): R=000, G=000, B=000
Píxel (79, 23): R=224, G=224, B=224
Píxel (80, 23): R=185, G=185, B=185
Píxel (81, 23): R=000, G=000, B=000
Píxel (82, 23): R=000, G=000, B=000
Píxel (0, 24): R=000, G=000, B=000
Píxel (1, 24): R=254, G=254, B=254
Píxel (2, 24): R=186, G=186, B=186
Píxel (3, 24): R=223, G=223, B=223
Píxel (4, 24): R=000, G=000, B=000
Píxel (5, 24): R=000, G=000, B=000
Píxel (6, 24): R=000, G=000, B=000
Píxel (7, 24): R=000, G=000, B=000
Píxel (8, 24): R=000, G=000, B=000
Píxel (9, 24): R=000, G=000, B=000
Píxel (10, 24): R=000, G=000, B=000
Píxel (11, 24): R=000, G=000, B=000
Píxel (12, 24): R=000, G=000, B=000
Píxel (13, 24): R=000, G=000, B=000
Píxel (14, 24): R=000, G=000, B=000
Píxel (15, 24): R=000, G=000, B=000
Píxel (16, 24): R=253, G=000, B=254
Píxel (17, 24): R=254, G=000, B=000
Píxel (18, 24): R=000, G=000, B=253
Píxel (19, 24): R=253, G=253, B=251
Píxel (20, 24): R=252, G=000, B=000
Píxel (21, 24): R=000, G=245, B=245
Píxel (22, 24): R=000, G=181, B=174
Píxel (23, 24): R=187, G=27, B=13
Píxel (24, 24): R=233, G=28, B=9
Píxel (25, 24): R=248, G=21, B=2
Píxel (26, 24): R=248, G=21, B=5
Píxel (27, 24): R=248, G=21, B=4
Píxel (28, 24): R=250, G=21, B=0
Píxel (29, 24): R=250, G=21, B=0
Píxel (30, 24): R=251, G=20, B=0
Píxel (31, 24): R=251, G=20, B=2
Píxel (32, 24): R=251, G=20, B=2
Píxel (33, 24): R=251, G=20, B=2
Píxel (34, 24): R=251, G=20, B=2
Píxel (35, 24): R=251, G=20, B=2
Píxel (36, 24): R=251, G=20, B=2
Píxel (37, 24): R=251, G=20, B=2
Píxel (38, 24): R=251, G=20, B=2
Píxel (39, 24): R=251, G=20, B=2
Píxel (40, 24): R=251, G=20, B=2
Píxel (41, 24): R=251, G=20, B=2
Píxel (42, 24): R=251, G=20, B=2
Píxel (43, 24): R=251, G=20, B=2
Píxel (44, 24): R=251, G=20, B=2
Píxel (45, 24): R=251, G=20, B=2
Píxel (46, 24): R=251, G=20, B=2
Píxel (47, 24): R=251, G=20, B=2
Píxel (48, 24): R=251, G=20, B=4
Píxel (49, 24): R=251, G=20, B=4
Píxel (50, 24): R=251, G=20, B=2
Píxel (51, 24): R=251, G=20, B=2
Píxel (52, 24): R=251, G=20, B=2
Píxel (53, 24): R=251, G=20, B=2
Píxel (54, 24): R=251, G=21, B=0
Píxel (55, 24): R=250, G=21, B=0
Píxel (56, 24): R=247, G=24, B=6
Píxel (57, 24): R=246, G=21, B=3
Píxel (58, 24): R=251, G=16, B=0
Píxel (59, 24): R=218, G=25, B=8
Píxel (60, 24): R=212, G=111, B=103
Píxel (61, 24): R=000, G=242, B=240
Píxel (62, 24): R=000, G=250, B=250
Píxel (63, 24): R=254, G=000, B=000
Píxel (64, 24): R=000, G=000, B=000
Píxel (65, 24): R=000, G=000, B=000
Píxel (66, 24): R=000, G=000, B=000
Píxel (67, 24): R=000, G=000, B=000
Píxel (68, 24): R=000, G=000, B=000
Píxel (69, 24): R=000, G=000, B=000
Píxel (70, 24): R=000, G=000, B=000
Píxel (71, 24): R=000, G=000, B=000
Píxel (72, 24): R=000, G=000, B=000
Píxel (73, 24): R=000, G=000, B=000
Píxel (74, 24): R=254, G=254, B=254
Píxel (75, 24): R=000, G=000, B=000
Píxel (76, 24): R=000, G=000, B=000
Píxel (77, 24): R=000, G=000, B=000
Píxel (78, 24): R=000, G=000, B=000
Píxel (79, 24): R=224, G=224, B=224
Píxel (80, 24): R=185, G=185, B=185
Píxel (81, 24): R=000, G=000, B=000
Píxel (82, 24): R=000, G=000, B=000
Píxel (0, 25): R=000, G=000, B=000
Píxel (1, 25): R=254, G=254, B=254
Píxel (2, 25): R=186, G=186, B=186
Píxel (3, 25): R=223, G=223, B=223
Píxel (4, 25): R=000, G=000, B=000
Píxel (5, 25): R=000, G=000, B=000
Píxel (6, 25): R=000, G=000, B=000
Píxel (7, 25): R=000, G=000, B=000
Píxel (8, 25): R=000, G=000, B=000
Píxel (9, 25): R=000, G=000, B=000
Píxel (10, 25): R=000, G=000, B=000
Píxel (11, 25): R=000, G=000, B=000
Píxel (12, 25): R=000, G=000, B=000
Píxel (13, 25): R=000, G=000, B=000
Píxel (14, 25): R=000, G=000, B=000
Píxel (15, 25): R=000, G=000, B=000
Píxel (16, 25): R=000, G=253, B=000
Píxel (17, 25): R=000, G=253, B=254
Píxel (18, 25): R=000, G=000, B=253
Píxel (19, 25): R=254, G=254, B=252
Píxel (20, 25): R=251, G=000, B=000
Píxel (21, 25): R=000, G=246, B=243
Píxel (22, 25): R=000, G=162, B=150
Píxel (23, 25): R=193, G=26, B=10
Píxel (24, 25): R=236, G=26, B=11
Píxel (25, 25): R=251, G=20, B=4
Píxel (26, 25): R=250, G=20, B=5
Píxel (27, 25): R=250, G=20, B=4
Píxel (28, 25): R=250, G=21, B=0
Píxel (29, 25): R=250, G=22, B=0
Píxel (30, 25): R=250, G=21, B=0
Píxel (31, 25): R=250, G=21, B=0
Píxel (32, 25): R=251, G=20, B=2
Píxel (33, 25): R=251, G=20, B=2
Píxel (34, 25): R=251, G=20, B=2
Píxel (35, 25): R=251, G=20, B=2
Píxel (36, 25): R=251, G=20, B=2
Píxel (37, 25): R=251, G=20, B=2
Píxel (38, 25): R=251, G=20, B=2
Píxel (39, 25): R=251, G=20, B=2
Píxel (40, 25): R=251, G=20, B=2
Píxel (41, 25): R=251, G=20, B=2
Píxel (42, 25): R=251, G=20, B=2
Píxel (43, 25): R=251, G=20, B=2
Píxel (44, 25): R=251, G=20, B=2
Píxel (45, 25): R=251, G=20, B=2
Píxel (46, 25): R=251, G=20, B=2
Píxel (47, 25): R=251, G=20, B=2
Píxel (48, 25): R=252, G=19, B=4
Píxel (49, 25): R=252, G=19, B=4
Píxel (50, 25): R=250, G=21, B=2
Píxel (51, 25): R=250, G=21, B=2
Píxel (52, 25): R=251, G=20, B=4
Píxel (53, 25): R=252, G=19, B=2
Píxel (54, 25): R=251, G=21, B=0
Píxel (55, 25): R=250, G=22, B=0
Píxel (56, 25): R=247, G=22, B=4
Píxel (57, 25): R=248, G=21, B=4
Píxel (58, 25): R=254, G=19, B=0
Píxel (59, 25): R=222, G=25, B=8
Píxel (60, 25): R=200, G=83, B=76
Píxel (61, 25): R=000, G=237, B=236
Píxel (62, 25): R=000, G=250, B=251
Píxel (63, 25): R=254, G=000, B=000
Píxel (64, 25): R=000, G=000, B=000
Píxel (65, 25): R=000, G=000, B=000
Píxel (66, 25): R=000, G=000, B=000
Píxel (67, 25): R=000, G=000, B=000
Píxel (68, 25): R=000, G=000, B=000
Píxel (69, 25): R=000, G=000, B=000
Píxel (70, 25): R=000, G=000, B=000
Píxel (71, 25): R=000, G=000, B=000
Píxel (72, 25): R=000, G=000, B=000
Píxel (73, 25): R=000, G=000, B=000
Píxel (74, 25): R=254, G=254, B=254
Píxel (75, 25): R=000, G=000, B=000
Píxel (76, 25): R=000, G=000, B=000
Píxel (77, 25): R=000, G=000, B=000
Píxel (78, 25): R=000, G=000, B=000
Píxel (79, 25): R=224, G=224, B=224
Píxel (80, 25): R=185, G=185, B=185
Píxel (81, 25): R=000, G=000, B=000
Píxel (82, 25): R=000, G=000, B=000
Píxel (0, 26): R=000, G=000, B=000
Píxel (1, 26): R=254, G=254, B=254
Píxel (2, 26): R=186, G=186, B=186
Píxel (3, 26): R=223, G=223, B=223
Píxel (4, 26): R=000, G=000, B=000
Píxel (5, 26): R=000, G=000, B=000
Píxel (6, 26): R=000, G=000, B=000
Píxel (7, 26): R=000, G=000, B=000
Píxel (8, 26): R=000, G=000, B=000
Píxel (9, 26): R=000, G=000, B=000
Píxel (10, 26): R=000, G=000, B=000
Píxel (11, 26): R=000, G=000, B=000
Píxel (12, 26): R=000, G=000, B=000
Píxel (13, 26): R=000, G=000, B=000
Píxel (14, 26): R=000, G=000, B=000
Píxel (15, 26): R=000, G=254, B=000
Píxel (16, 26): R=000, G=252, B=000
Píxel (17, 26): R=000, G=252, B=000
Píxel (18, 26): R=000, G=254, B=253
Píxel (19, 26): R=000, G=254, B=252
Píxel (20, 26): R=251, G=253, B=252
Píxel (21, 26): R=000, G=245, B=241
Píxel (22, 26): R=000, G=142, B=132
Píxel (23, 26): R=201, G=25, B=10
Píxel (24, 26): R=240, G=24, B=13
Píxel (25, 26): R=252, G=18, B=7
Píxel (26, 26): R=251, G=19, B=5
Píxel (27, 26): R=250, G=20, B=4
Píxel (28, 26): R=250, G=21, B=0
Píxel (29, 26): R=250, G=22, B=0
Píxel (30, 26): R=250, G=21, B=0
Píxel (31, 26): R=250, G=21, B=0
Píxel (32, 26): R=251, G=20, B=2
Píxel (33, 26): R=251, G=20, B=2
Píxel (34, 26): R=251, G=20, B=2
Píxel (35, 26): R=251, G=20, B=2
Píxel (36, 26): R=251, G=20, B=2
Píxel (37, 26): R=251, G=20, B=2
Píxel (38, 26): R=251, G=20, B=2
Píxel (39, 26): R=251, G=20, B=2
Píxel (40, 26): R=251, G=20, B=2
Píxel (41, 26): R=251, G=20, B=2
Píxel (42, 26): R=251, G=20, B=2
Píxel (43, 26): R=251, G=20, B=2
Píxel (44, 26): R=251, G=20, B=2
Píxel (45, 26): R=251, G=20, B=2
Píxel (46, 26): R=251, G=20, B=2
Píxel (47, 26): R=252, G=19, B=2
Píxel (48, 26): R=254, G=19, B=2
Píxel (49, 26): R=254, G=19, B=2
Píxel (50, 26): R=250, G=21, B=2
Píxel (51, 26): R=248, G=21, B=2
Píxel (52, 26): R=251, G=20, B=4
Píxel (53, 26): R=251, G=20, B=2
Píxel (54, 26): R=251, G=21, B=0
Píxel (55, 26): R=251, G=21, B=0
Píxel (56, 26): R=249, G=19, B=3
Píxel (57, 26): R=251, G=19, B=5
Píxel (58, 26): R=000, G=19, B=1
Píxel (59, 26): R=226, G=23, B=8
Píxel (60, 26): R=195, G=63, B=59
Píxel (61, 26): R=000, G=234, B=236
Píxel (62, 26): R=000, G=248, B=251
Píxel (63, 26): R=000, G=254, B=000
Píxel (64, 26): R=000, G=000, B=000
Píxel (65, 26): R=000, G=000, B=000
Píxel (66, 26): R=000, G=000, B=000
Píxel (67, 26): R=000, G=000, B=000
Píxel (68, 26): R=000, G=000, B=000
Píxel (69, 26): R=000, G=000, B=000
Píxel (70, 26): R=000, G=000, B=000
Píxel (71, 26): R=000, G=000, B=000
Píxel (72, 26): R=000, G=000, B=000
Píxel (73, 26): R=000, G=000, B=000
Píxel (74, 26): R=254, G=254, B=254
Píxel (75, 26): R=000, G=000, B=000
Píxel (76, 26): R=000, G=000, B=000
Píxel (77, 26): R=000, G=000, B=000
Píxel (78, 26): R=000, G=000, B=000
Píxel (79, 26): R=224, G=224, B=224
Píxel (80, 26): R=185, G=185, B=185
Píxel (81, 26): R=000, G=000, B=000
Píxel (82, 26): R=000, G=000, B=000
Píxel (0, 27): R=000, G=000, B=000
Píxel (1, 27): R=254, G=254, B=254
Píxel (2, 27): R=186, G=186, B=186
Píxel (3, 27): R=223, G=223, B=223
Píxel (4, 27): R=000, G=000, B=000
Píxel (5, 27): R=000, G=000, B=000
Píxel (6, 27): R=000, G=000, B=000
Píxel (7, 27): R=000, G=000, B=000
Píxel (8, 27): R=000, G=000, B=000
Píxel (9, 27): R=000, G=000, B=000
Píxel (10, 27): R=000, G=000, B=000
Píxel (11, 27): R=000, G=000, B=000
Píxel (12, 27): R=000, G=000, B=000
Píxel (13, 27): R=000, G=000, B=000
Píxel (14, 27): R=000, G=000, B=000
Píxel (15, 27): R=000, G=254, B=000
Píxel (16, 27): R=000, G=253, B=000
Píxel (17, 27): R=000, G=252, B=000
Píxel (18, 27): R=000, G=254, B=253
Píxel (19, 27): R=000, G=254, B=252
Píxel (20, 27): R=251, G=253, B=252
Píxel (21, 27): R=000, G=244, B=241
Píxel (22, 27): R=000, G=143, B=135
Píxel (23, 27): R=202, G=24, B=12
Píxel (24, 27): R=240, G=24, B=13
Píxel (25, 27): R=252, G=18, B=7
Píxel (26, 27): R=251, G=19, B=5
Píxel (27, 27): R=250, G=21, B=2
Píxel (28, 27): R=250, G=21, B=0
Píxel (29, 27): R=250, G=21, B=0
Píxel (30, 27): R=251, G=20, B=0
Píxel (31, 27): R=251, G=20, B=2
Píxel (32, 27): R=251, G=20, B=2
Píxel (33, 27): R=251, G=20, B=2
Píxel (34, 27): R=251, G=20, B=2
Píxel (35, 27): R=251, G=20, B=2
Píxel (36, 27): R=251, G=20, B=2
Píxel (37, 27): R=251, G=20, B=2
Píxel (38, 27): R=251, G=20, B=2
Píxel (39, 27): R=251, G=20, B=2
Píxel (40, 27): R=251, G=20, B=2
Píxel (41, 27): R=251, G=20, B=2
Píxel (42, 27): R=251, G=20, B=2
Píxel (43, 27): R=251, G=20, B=2
Píxel (44, 27): R=251, G=20, B=2
Píxel (45, 27): R=251, G=20, B=2
Píxel (46, 27): R=251, G=20, B=2
Píxel (47, 27): R=252, G=19, B=2
Píxel (48, 27): R=254, G=19, B=2
Píxel (49, 27): R=254, G=19, B=2
Píxel (50, 27): R=250, G=21, B=2
Píxel (51, 27): R=248, G=21, B=2
Píxel (52, 27): R=250, G=20, B=4
Píxel (53, 27): R=251, G=20, B=2
Píxel (54, 27): R=251, G=21, B=0
Píxel (55, 27): R=251, G=21, B=0
Píxel (56, 27): R=249, G=18, B=2
Píxel (57, 27): R=251, G=18, B=4
Píxel (58, 27): R=000, G=17, B=2
Píxel (59, 27): R=226, G=23, B=9
Píxel (60, 27): R=201, G=69, B=67
Píxel (61, 27): R=000, G=233, B=236
Píxel (62, 27): R=000, G=244, B=248
Píxel (63, 27): R=000, G=254, B=000
Píxel (64, 27): R=000, G=000, B=000
Píxel (65, 27): R=000, G=000, B=000
Píxel (66, 27): R=000, G=000, B=000
Píxel (67, 27): R=000, G=000, B=000
Píxel (68, 27): R=000, G=000, B=000
Píxel (69, 27): R=000, G=000, B=000
Píxel (70, 27): R=000, G=000, B=000
Píxel (71, 27): R=000, G=000, B=000
Píxel (72, 27): R=000, G=000, B=000
Píxel (73, 27): R=000, G=000, B=000
Píxel (74, 27): R=254, G=254, B=254
Píxel (75, 27): R=000, G=000, B=000
Píxel (76, 27): R=000, G=000, B=000
Píxel (77, 27): R=000, G=000, B=000
Píxel (78, 27): R=000, G=000, B=000
Píxel (79, 27): R=224, G=224, B=224
Píxel (80, 27): R=185, G=185, B=185
Píxel (81, 27): R=000, G=000, B=000
Píxel (82, 27): R=000, G=000, B=000
Píxel (0, 28): R=000, G=000, B=000
Píxel (1, 28): R=254, G=254, B=254
Píxel (2, 28): R=186, G=186, B=186
Píxel (3, 28): R=223, G=223, B=223
Píxel (4, 28): R=000, G=000, B=000
Píxel (5, 28): R=000, G=000, B=000
Píxel (6, 28): R=000, G=000, B=000
Píxel (7, 28): R=000, G=000, B=000
Píxel (8, 28): R=000, G=000, B=000
Píxel (9, 28): R=000, G=000, B=000
Píxel (10, 28): R=000, G=000, B=000
Píxel (11, 28): R=000, G=000, B=000
Píxel (12, 28): R=000, G=000, B=000
Píxel (13, 28): R=000, G=000, B=000
Píxel (14, 28): R=000, G=000, B=000
Píxel (15, 28): R=000, G=000, B=000
Píxel (16, 28): R=000, G=254, B=000
Píxel (17, 28): R=000, G=252, B=000
Píxel (18, 28): R=000, G=254, B=000
Píxel (19, 28): R=000, G=000, B=253
Píxel (20, 28): R=252, G=254, B=253
Píxel (21, 28): R=000, G=244, B=243
Píxel (22, 28): R=000, G=162, B=160
Píxel (23, 28): R=194, G=20, B=13
Píxel (24, 28): R=237, G=25, B=13
Píxel (25, 28): R=251, G=20, B=4
Píxel (26, 28): R=250, G=20, B=4
Píxel (27, 28): R=250, G=21, B=2
Píxel (28, 28): R=250, G=21, B=0
Píxel (29, 28): R=251, G=21, B=0
Píxel (30, 28): R=252, G=19, B=2
Píxel (31, 28): R=252, G=19, B=2
Píxel (32, 28): R=251, G=20, B=2
Píxel (33, 28): R=251, G=20, B=2
Píxel (34, 28): R=251, G=20, B=2
Píxel (35, 28): R=251, G=20, B=2
Píxel (36, 28): R=251, G=20, B=2
Píxel (37, 28): R=251, G=20, B=2
Píxel (38, 28): R=251, G=20, B=2
Píxel (39, 28): R=251, G=20, B=2
Píxel (40, 28): R=251, G=20, B=2
Píxel (41, 28): R=251, G=20, B=2
Píxel (42, 28): R=251, G=20, B=2
Píxel (43, 28): R=251, G=20, B=2
Píxel (44, 28): R=251, G=20, B=2
Píxel (45, 28): R=251, G=20, B=2
Píxel (46, 28): R=251, G=20, B=2
Píxel (47, 28): R=251, G=20, B=2
Píxel (48, 28): R=252, G=19, B=2
Píxel (49, 28): R=251, G=20, B=2
Píxel (50, 28): R=250, G=21, B=2
Píxel (51, 28): R=250, G=21, B=2
Píxel (52, 28): R=251, G=20, B=4
Píxel (53, 28): R=251, G=20, B=2
Píxel (54, 28): R=251, G=21, B=0
Píxel (55, 28): R=251, G=21, B=0
Píxel (56, 28): R=251, G=20, B=2
Píxel (57, 28): R=249, G=16, B=1
Píxel (58, 28): R=254, G=16, B=3
Píxel (59, 28): R=226, G=25, B=15
Píxel (60, 28): R=204, G=80, B=80
Píxel (61, 28): R=000, G=236, B=237
Píxel (62, 28): R=000, G=247, B=248
Píxel (63, 28): R=254, G=000, B=000
Píxel (64, 28): R=000, G=000, B=000
Píxel (65, 28): R=000, G=000, B=000
Píxel (66, 28): R=000, G=000, B=000
Píxel (67, 28): R=000, G=000, B=000
Píxel (68, 28): R=000, G=000, B=000
Píxel (69, 28): R=000, G=000, B=000
Píxel (70, 28): R=000, G=000, B=000
Píxel (71, 28): R=000, G=000, B=000
Píxel (72, 28): R=000, G=000, B=000
Píxel (73, 28): R=000, G=000, B=000
Píxel (74, 28): R=254, G=254, B=254
Píxel (75, 28): R=000, G=000, B=000
Píxel (76, 28): R=000, G=000, B=000
Píxel (77, 28): R=000, G=000, B=000
Píxel (78, 28): R=000, G=000, B=000
Píxel (79, 28): R=224, G=224, B=224
Píxel (80, 28): R=185, G=185, B=185
Píxel (81, 28): R=000, G=000, B=000
Píxel (82, 28): R=000, G=000, B=000
Píxel (0, 29): R=000, G=000, B=000
Píxel (1, 29): R=254, G=254, B=254
Píxel (2, 29): R=186, G=186, B=186
Píxel (3, 29): R=223, G=223, B=223
Píxel (4, 29): R=000, G=000, B=000
Píxel (5, 29): R=000, G=000, B=000
Píxel (6, 29): R=000, G=000, B=000
Píxel (7, 29): R=000, G=000, B=000
Píxel (8, 29): R=000, G=000, B=000
Píxel (9, 29): R=000, G=000, B=000
Píxel (10, 29): R=000, G=000, B=000
Píxel (11, 29): R=000, G=000, B=000
Píxel (12, 29): R=000, G=000, B=000
Píxel (13, 29): R=000, G=000, B=000
Píxel (14, 29): R=000, G=000, B=000
Píxel (15, 29): R=000, G=000, B=000
Píxel (16, 29): R=000, G=000, B=000
Píxel (17, 29): R=253, G=253, B=000
Píxel (18, 29): R=000, G=254, B=252
Píxel (19, 29): R=000, G=000, B=253
Píxel (20, 29): R=253, G=000, B=254
Píxel (21, 29): R=000, G=242, B=241
Píxel (22, 29): R=000, G=189, B=189
Píxel (23, 29): R=185, G=20, B=16
Píxel (24, 29): R=233, G=25, B=12
Píxel (25, 29): R=250, G=21, B=2
Píxel (26, 29): R=248, G=21, B=2
Píxel (27, 29): R=248, G=22, B=0
Píxel (28, 29): R=250, G=21, B=0
Píxel (29, 29): R=251, G=20, B=0
Píxel (30, 29): R=254, G=18, B=4
Píxel (31, 29): R=252, G=19, B=4
Píxel (32, 29): R=252, G=19, B=2
Píxel (33, 29): R=251, G=20, B=2
Píxel (34, 29): R=251, G=20, B=2
Píxel (35, 29): R=251, G=20, B=2
Píxel (36, 29): R=251, G=20, B=2
Píxel (37, 29): R=251, G=20, B=2
Píxel (38, 29): R=251, G=20, B=2
Píxel (39, 29): R=251, G=20, B=2
Píxel (40, 29): R=251, G=20, B=2
Píxel (41, 29): R=251, G=20, B=2
Píxel (42, 29): R=251, G=20, B=2
Píxel (43, 29): R=251, G=20, B=2
Píxel (44, 29): R=251, G=20, B=2
Píxel (45, 29): R=251, G=20, B=2
Píxel (46, 29): R=251, G=20, B=2
Píxel (47, 29): R=251, G=20, B=2
Píxel (48, 29): R=250, G=21, B=2
Píxel (49, 29): R=250, G=21, B=2
Píxel (50, 29): R=251, G=20, B=2
Píxel (51, 29): R=251, G=20, B=2
Píxel (52, 29): R=251, G=20, B=2
Píxel (53, 29): R=251, G=20, B=2
Píxel (54, 29): R=251, G=20, B=0
Píxel (55, 29): R=251, G=20, B=0
Píxel (56, 29): R=251, G=22, B=3
Píxel (57, 29): R=249, G=18, B=2
Píxel (58, 29): R=254, G=18, B=5
Píxel (59, 29): R=221, G=27, B=18
Píxel (60, 29): R=212, G=102, B=101
Píxel (61, 29): R=000, G=240, B=240
Píxel (62, 29): R=000, G=251, B=250
Píxel (63, 29): R=250, G=000, B=251
Píxel (64, 29): R=000, G=000, B=000
Píxel (65, 29): R=000, G=000, B=000
Píxel (66, 29): R=000, G=000, B=000
Píxel (67, 29): R=000, G=000, B=000
Píxel (68, 29): R=000, G=000, B=000
Píxel (69, 29): R=000, G=000, B=000
Píxel (70, 29): R=000, G=000, B=000
Píxel (71, 29): R=000, G=000, B=000
Píxel (72, 29): R=000, G=000, B=000
Píxel (73, 29): R=000, G=000, B=000
Píxel (74, 29): R=254, G=254, B=254
Píxel (75, 29): R=000, G=000, B=000
Píxel (76, 29): R=000, G=000, B=000
Píxel (77, 29): R=000, G=000, B=000
Píxel (78, 29): R=000, G=000, B=000
Píxel (79, 29): R=224, G=224, B=224
Píxel (80, 29): R=185, G=185, B=185
Píxel (81, 29): R=000, G=000, B=000
Píxel (82, 29): R=000, G=000, B=000
Píxel (0, 30): R=000, G=000, B=000
Píxel (1, 30): R=254, G=254, B=254
Píxel (2, 30): R=186, G=186, B=186
Píxel (3, 30): R=223, G=223, B=223
Píxel (4, 30): R=000, G=000, B=000
Píxel (5, 30): R=000, G=000, B=000
Píxel (6, 30): R=000, G=000, B=000
Píxel (7, 30): R=000, G=000, B=000
Píxel (8, 30): R=000, G=000, B=000
Píxel (9, 30): R=000, G=000, B=000
Píxel (10, 30): R=000, G=000, B=000
Píxel (11, 30): R=000, G=000, B=000
Píxel (12, 30): R=000, G=000, B=000
Píxel (13, 30): R=000, G=000, B=000
Píxel (14, 30): R=000, G=000, B=000
Píxel (15, 30): R=254, G=000, B=000
Píxel (16, 30): R=253, G=000, B=254
Píxel (17, 30): R=253, G=000, B=254
Píxel (18, 30): R=000, G=000, B=253
Píxel (19, 30): R=000, G=000, B=253
Píxel (20, 30): R=253, G=000, B=254
Píxel (21, 30): R=000, G=244, B=245
Píxel (22, 30): R=000, G=216, B=218
Píxel (23, 30): R=181, G=33, B=31
Píxel (24, 30): R=230, G=27, B=12
Píxel (25, 30): R=250, G=20, B=0
Píxel (26, 30): R=248, G=22, B=0
Píxel (27, 30): R=248, G=22, B=0
Píxel (28, 30): R=250, G=21, B=0
Píxel (29, 30): R=251, G=20, B=0
Píxel (30, 30): R=254, G=18, B=4
Píxel (31, 30): R=252, G=19, B=4
Píxel (32, 30): R=252, G=19, B=2
Píxel (33, 30): R=251, G=20, B=2
Píxel (34, 30): R=251, G=20, B=2
Píxel (35, 30): R=251, G=20, B=2
Píxel (36, 30): R=251, G=20, B=2
Píxel (37, 30): R=251, G=20, B=2
Píxel (38, 30): R=251, G=20, B=2
Píxel (39, 30): R=251, G=20, B=2
Píxel (40, 30): R=251, G=20, B=2
Píxel (41, 30): R=251, G=20, B=2
Píxel (42, 30): R=251, G=20, B=2
Píxel (43, 30): R=251, G=20, B=2
Píxel (44, 30): R=251, G=20, B=2
Píxel (45, 30): R=251, G=20, B=2
Píxel (46, 30): R=251, G=20, B=2
Píxel (47, 30): R=250, G=21, B=2
Píxel (48, 30): R=247, G=22, B=2
Píxel (49, 30): R=248, G=21, B=2
